recipe_id,title,description,protein_grams,calories,carbs,fat,fiber,sugar,diet_tags,meal_type,site_name,site_domain,prep_time,prep_time_minutes,cook_time_minutes,total_time_minutes,difficulty,servings,canonical_url,image_url,intent_class
proteinoatmeal-co-chocolate-protein-oatmeal,Chocolate Protein Oatmeal,"This decadent chocolate protein oatmeal tastes like dessert, making it the perfect indulgence that also fuels your body. Packed with 25 grams of high-quality protein per serving, it helps support muscle recovery and keeps you feeling full longer, making it an ideal choice for post-workout nourish...",25,380,46,11,6,14,chocolate;dessert;indulgent;Chocolate,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/chocolate-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/chocolate-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-peanut-butter-protein-oatmeal,Peanut Butter Protein Oatmeal,"Creamy peanut butter protein oatmeal offers a satisfying and nutrient-dense start to your day, packing an impressive 27g of muscle-loving protein per serving to fuel your workouts and aid muscle recovery. The rich, nutty flavor of smooth peanut butter blends seamlessly into the velvety oats, crea...",27,420,44,15,6,10,peanut butter;creamy;filling;Nut Butter,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/peanut-butter-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/peanut-butter-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-banana-protein-oatmeal,Banana Protein Oatmeal,"This nourishing bowl of protein oatmeal gets its natural sweetness from ripe bananas, offering a satisfying and wholesome start to your day without any added sugars. Packed with 24 grams of high-quality protein per serving, it supports muscle recovery and keeps you feeling full longer, making it ...",24,350,48,8,6,16,banana;natural;no sugar added;Fruit,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Beginner,1 serving,https://proteinoatmeal.co/banana-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/banana-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-apple-cinnamon-protein-oatmeal,Apple Cinnamon Protein Oatmeal,"Warm apple cinnamon protein oatmeal is like indulging in a comforting slice of apple pie for breakfast, but with a nutritious twist. Packed with 23 grams of muscle-repairing protein per serving, this hearty bowl helps fuel your day and supports your fitness goals. The tender oats meld seamlessly ...",23,360,50,8,7,18,apple;cinnamon;fall;Fruit,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,8,13,Easy,1 serving,https://proteinoatmeal.co/apple-cinnamon-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/apple-cinnamon-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-blueberry-protein-oatmeal,Blueberry Protein Oatmeal,"This antioxidant-rich blueberry protein oatmeal offers a wholesome and satisfying start to your day, packing a robust 24 grams of muscle-supporting protein in each serving. The creamy, hearty oats are infused with the sweet-tart burst of fresh blueberries, delivering a natural dose of antioxidant...",24,340,44,8,6,14,blueberry;antioxidant;berry;Fruit,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/blueberry-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/blueberry-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-pumpkin-protein-oatmeal,Pumpkin Protein Oatmeal,"This fall-inspired pumpkin protein oatmeal offers a cozy, hearty start to your day, packed with an impressive 25 grams of muscle-nourishing protein per serving to fuel your morning and support your fitness goals. The creamy texture is infused with warm pumpkin spice, delivering a comforting aroma...",25,370,48,9,7,12,pumpkin;fall;seasonal;Seasonal,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/pumpkin-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/pumpkin-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-vanilla-protein-oatmeal,Vanilla Protein Oatmeal,"This simple vanilla protein oatmeal serves as the perfect nutritious foundation to fuel your day, providing a satisfying 24 grams of high-quality protein per serving that supports muscle recovery and keeps you full longer. Its creamy texture, complemented by a delicate vanilla aroma, offers a com...",24,320,40,8,5,8,vanilla;base recipe;customizable;Classic,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Beginner,1 serving,https://proteinoatmeal.co/vanilla-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/vanilla-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-strawberry-protein-oatmeal,Strawberry Protein Oatmeal,"This fresh strawberry protein oatmeal is a delicious way to start your day, bursting with vibrant berry flavor and packed with 23 grams of high-quality protein to fuel your muscles and keep you satisfied longer. The creamy, slightly chewy texture of the oats perfectly complements the juicy, sweet...",23,330,42,8,6,14,strawberry;fresh;berry;Fruit,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/strawberry-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/strawberry-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-savory-protein-oatmeal,Savory Protein Oatmeal,"This savory protein oatmeal is the perfect alternative for those who prefer a hearty, non-sweet breakfast packed with muscle-building power. Boasting an impressive 28 grams of protein per serving, it's designed to fuel your morning with sustained energy and aid in muscle recovery, making it ideal...",28,380,38,14,5,2,savory;eggs;cheese;Savory,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,10,15,Medium,1 serving,https://proteinoatmeal.co/savory-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/savory-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-maple-pecan-protein-oatmeal,Maple Pecan Protein Oatmeal,"Indulgent maple pecan protein oatmeal delivers a satisfying, nutrient-packed start to your day, offering an impressive 24 grams of muscle-repairing protein per serving to help fuel your workouts and keep you full longer. The creamy, slightly sweet oats are perfectly complemented by a buttery peca...",24,400,46,14,5,16,maple;pecan;indulgent;Indulgent,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/maple-pecan-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/maple-pecan-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-coconut-protein-oatmeal,Coconut Protein Oatmeal,"Tropical coconut protein oatmeal offers a delicious and nourishing way to start your day, packing a satisfying 22 grams of protein per serving that supports muscle recovery and keeps you energized longer. The creamy, velvety texture is infused with fragrant coconut and hints of tropical sweetness...",22,360,42,12,6,12,coconut;tropical;island;Tropical,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/coconut-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/coconut-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-coffee-protein-oatmeal,Coffee Protein Oatmeal,"Wake up with coffee protein oatmeal—a delicious, energizing breakfast that packs 24 grams of high-quality protein to fuel your day and keep you feeling full longer. This creamy, hearty bowl combines the rich, robust flavor of coffee with the comforting texture of perfectly cooked oats, offering a...",24,340,40,10,5,10,coffee;caffeine;morning;Coffee,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/coffee-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/coffee-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-carrot-cake-protein-oatmeal,Carrot Cake Protein Oatmeal,"This carrot cake flavored protein oatmeal offers a deliciously satisfying way to boost your daily protein intake, providing an impressive 23 grams of muscle-supporting protein per serving. Rich in fiber and wholesome ingredients, it helps keep you full and energized for hours, making it an ideal ...",23,370,48,10,6,16,carrot cake;dessert;spiced;Dessert,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/carrot-cake-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/carrot-cake-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-almond-butter-protein-oatmeal,Almond Butter Protein Oatmeal,"This smooth almond butter protein oatmeal delivers an impressive 26 grams of muscle-nourishing protein per serving, making it an ideal choice for post-workout recovery or a filling breakfast to fuel your day. Rich in healthy fats from almond butter, it offers a satisfying creaminess and a subtly ...",26,400,42,14,6,10,almond butter;healthy fats;filling;Nut Butter,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/almond-butter-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/almond-butter-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-mixed-berry-protein-oatmeal,Mixed Berry Protein Oatmeal,"This vibrant mixed berry protein oatmeal offers a deliciously satisfying way to fuel your day with 24 grams of high-quality protein, making it an ideal choice for post-workout recovery or a hearty breakfast. Packed with antioxidant-rich berries, it not only boosts your immune system but also adds...",24,350,46,8,7,16,mixed berry;antioxidant;colorful;Fruit,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/mixed-berry-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/mixed-berry-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-gluten-free-certified-oats-protein-oatmeal,Gluten-Free Certified Oats Protein Oatmeal,"Creamy, comforting protein oatmeal made with certified gluten-free oats offers a nourishing start to your day, boasting an impressive 25 grams of protein per serving that supports muscle recovery and sustained energy. The rich, velvety texture combines the wholesome chew of oats with a smooth, lu...",25,320,35,8,6,8,gluten-free;certified-oats;quick;high-protein;Proats (Stovetop),breakfast,ProteinOatmeal,proteinoatmeal.co,PT2M,2,5,7,Easy,1 serving,https://proteinoatmeal.co/gluten-free-certified-oats-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/gluten-free-certified-oats-protein-oatmeal.jpg,gluten-free
proteinoatmeal-co-dairy-free-coconut-milk-protein-oatmeal,Dairy-Free Coconut Milk Protein Oatmeal,"Rich and creamy oatmeal made with coconut milk and plant-based protein. Tropical flavors meet comforting breakfast in this dairy-free bowl. Packed with 22 grams of plant-based protein per serving, this dish provides a satisfying boost to fuel your day or support muscle recovery after a workout. T...",22,340,38,12,5,10,dairy-free;coconut;tropical;vegan;Proats (Stovetop),breakfast,ProteinOatmeal,proteinoatmeal.co,PT2M,2,5,7,Easy,1 serving,https://proteinoatmeal.co/dairy-free-coconut-milk-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/dairy-free-coconut-milk-protein-oatmeal.jpg,vegan
proteincheesecake-co-classic-vanilla-bean-cheesecake,Classic Vanilla Bean Cheesecake,"This timeless, creamy vanilla bean cheesecake delivers a luscious, velvety texture with every bite, perfectly balanced by the sweet, aromatic essence of real vanilla beans. Packed with 22 grams of high-quality protein per serving, it’s an ideal treat for those looking to support muscle recovery o...",22,180,15,7,1,6,Classic;Vanilla;Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT15M,15,45,60,Medium,12 servings,https://proteincheesecake.co/classic-vanilla-bean-cheesecake.html,https://proteincheesecake.co/recipe_images/classic-vanilla-bean-cheesecake.jpg,quick-snack
proteincheesecake-co-no-bake-chocolate-cheesecake,No-Bake Chocolate Cheesecake,"This rich and decadent no-bake chocolate cheesecake is surprisingly high in protein, providing around 25 grams per serving to support muscle recovery and keep you feeling satisfied longer. Its velvety texture melts in your mouth, with a luscious, smooth filling balanced by a crumbly, mildly sweet...",25,220,18,10,3,8,Chocolate;No-Bake;No-Bake Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT20M,20,0,20,Easy,10 servings,https://proteincheesecake.co/no-bake-chocolate-cheesecake.html,https://proteincheesecake.co/recipe_images/no-bake-chocolate-cheesecake.jpg,quick-snack
proteincheesecake-co-strawberry-swirl-cheesecake,Strawberry Swirl Cheesecake,"This beautiful and delicious strawberry swirl cheesecake offers a satisfying protein boost, providing around 20 grams of protein per serving to support muscle recovery and keep you feeling full longer. The creamy, velvety texture of the cheesecake is perfectly complemented by the vibrant burst of...",20,190,16,8,2,7,Strawberry;Fruit;Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT20M,20,50,70,Medium,12 servings,https://proteincheesecake.co/strawberry-swirl-cheesecake.html,https://proteincheesecake.co/recipe_images/strawberry-swirl-cheesecake.jpg,post-workout
proteincheesecake-co-lemon-blueberry-cheesecake-minis,Lemon Blueberry Cheesecake Minis,"These zesty and sweet lemon blueberry cheesecake minis are perfect for portion control, offering a satisfying treat without the guilt. Packed with 18 grams of protein per serving, they support muscle recovery and help keep you full longer, making them an ideal post-workout indulgence or a nutriti...",18,150,12,7,2,5,Lemon;Blueberry;Mini;Mini Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT15M,15,25,40,Easy,12 servings,https://proteincheesecake.co/lemon-blueberry-cheesecake-minis.html,https://proteincheesecake.co/recipe_images/lemon-blueberry-cheesecake-minis.jpg,quick-snack
proteincheesecake-co-single-serving-peanut-butter-cheesecake,Single-Serving Peanut Butter Cheesecake,"This quick and easy single-serving peanut butter cheesecake is not only a delicious treat but also packed with 28 grams of high-quality protein, making it an ideal choice for post-workout recovery or a satisfying snack to fuel your day. With its rich, creamy texture and a smooth, indulgent peanut...",28,250,10,15,3,4,Peanut Butter;Single Serving;No-Bake,desserts,ProteinCheesecake,proteincheesecake.co,PT10M,10,0,10,Easy,1 serving,https://proteincheesecake.co/single-serving-peanut-butter-cheesecake.html,https://proteincheesecake.co/recipe_images/single-serving-peanut-butter-cheesecake.jpg,quick-snack
